uuid,date,isp,city,mbps
,2023-05-09,TANZANIA TELECOMMUNICATIONS CO. LTD,Arusha,9.484498458726824
,2022-06-18,Vodacom,Gauteng,13.238739588414404
,2023-03-04,Telkom SA Ltd.,Randfontein,15.736652192059797
,2024-03-31,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Sidi Allal El Bahraoui,36.67149180206765
,2020-11-26,MTN Network Solutions (Cameroon),Yaoundé,2.062596535801189
,2022-12-15,Psychz Networks,Johannesburg,1.0467588049995975
,2021-10-30,Vox Telecom Ltd,Empangeni,98.52076992892395
,2022-02-01,Liquid Telecommunications Ltd,Harare,112.38950527155508
,2024-02-22,Link Egypt (Link.NET),Dokki,23.52635837284958
,2021-09-16,,Louis Trichardt,9.32826810682785
,2021-01-21,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Tiflet,10.383059674048637
,2023-11-21,Tizeti Network Limited,Ibadan,7.912949941411624
,2021-08-11,Cobranet Limited,Abuja,3.5579430330446695
,2020-03-14,MEDITELECOM,Berrechid,19.734689153438673
,2023-11-24,Electronic Communications Network (PTY)  LTD,Durban,40.00904870522552
,2023-04-22,Orange Mali SA,Bamako,10.918577741318147
,2022-12-20,Vodacom,Benoni,29.08824073365776
,2020-12-09,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Chichaoua,6.613785965566137
,2020-08-12,Vox Telecom Ltd,Sandton,24.86552814474447
,2021-07-05,Vodacom,Hillcrest,21.955857252105144
,2020-07-29,MTN SA,Glencoe,8.980253563115603
,2024-07-25,Utande Internet Services (Pvt) Ltd,Harare,9.803145755161069
,2022-02-04,TOPNET,Aryanah,7.503726439609241
,2021-02-06,Wirulink Pty Ltd,Boksburg,10.416874929278688
,2020-12-22,Cipherwave,Fourways,104.26827789637484
,2020-05-13,Safaricom Limited,Narok,2.8750655175834208
,2021-03-25,BitCo,Boksburg,6.436511451172482
,2021-11-09,Vodacom,Johannesburg,22.51992304879046
,2023-06-20,WiFi Technologies,Springs,10.860406590117964
,2020-09-06,Wirulink Pty Ltd,Krugersdorp,8.23793578413732
,2020-03-17,Orange Tunisie,Oued Lill,4.919791042483152
,2024-01-26,Cool Ideas Service Provider (Pty) Ltd,Alberton,67.12952212078766
,2021-12-23,TE-AS,Disuq,6.775209189989448
,2023-11-06,Telecom Algeria,Skikda,11.037897942596622
,2020-03-24,3S INF,La Marsa,4.385148670859651
,2023-02-23,Reunicable SAS,Commune Carron,524.4874459698704
,2021-10-20,OOREDOO TUNISIE SA,Hammam Sousse,6.156582328493826
,2022-09-11,BCS Group (BCSNet),Vanderbijlpark,3.8123992190141966
,2021-04-26,,Bethlehem,29.03393637881125
,2021-02-06,Wirulink Pty Ltd,Randfontein,4.967926595391204
,2023-06-16,Smile Communications (Pty) Ltd,Lagos,1.6398098154802705
,2020-11-29,Dimension Data (Pty) Ltd - Optinet,Alberton,17.167293342229197
,2023-12-18,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Larache,26.03917140661911
,2022-05-21,STATURE (PTY) LTD,Gaborone,13.85332102512525
,2020-11-17,Telecom Algeria,El Idrissia,2.8127476480015763
,2023-03-02,Dimension Data (Pty) Ltd - Optinet,Parow,32.08863657402248
,2021-05-26,Link Egypt (Link.NET),Smouha,2.5065677155373502
,2023-07-09,Cool Ideas Service Provider (Pty) Ltd,Cape Town,38.33176742796011
,2022-07-06,Telecom Algeria,Boghni,4.372622562649345
,2023-08-25,,Thohoyandou,6.244692437712815
,2023-11-25,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Souani,91.52723295764127
,2020-03-13,Gabon Telecom / Office of Posts and Telecommunications of Gabon,,1.2792075679240862
,2022-04-17,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Aïn Leuh,5.022919216078186
,2020-10-06,Level 7 Wireless (Pty) Ltd,Newcastle,4.632644542504192
,2021-09-29,Vox Telecom Ltd,Ballito,24.80709325170529
,2023-09-11,BitCo,Benoni,39.545275746079
,2020-10-15,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Karia Ba Mohamed,0.7281992331215642
,2021-11-10,"WEBMASTERS, LDA.",Maputo,3.0434667484499176
,2022-12-10,Beginning 2 End Technologies,,24.49500702028184
,2020-04-10,Airtel Rwanda Ltd.,,2.2932333868853947
,2022-04-06,Webstorm (Pty) LTD,Fish Hoek,24.72911370327477
,2021-08-03,Telkom SA Ltd.,Thabazimbi,4.742488458370532
,2023-06-22,Cool Ideas Service Provider (Pty) Ltd,Stellenbosch,39.06258217114718
,2023-09-23,Vox Telecom Ltd,Bryanston,72.16654073701075
,2022-01-19,Syokinet Solutions Limited,Nairobi,10.611397032652455
,2024-07-16,,Cape Town,35.25543217012848
,2020-08-08,SEACOM Limited,Centurion,75.43539621023912
,2022-11-06,,Cradock,19.960962705637964
,2023-09-06,Telecom Algeria,Mascara,7.482632726293949
,2023-05-31,BitCo,Meyerton,9.693561658706564
,2024-01-01,AEROCOM BROADBAND SERVICES,Cape Town,5.5027273122994655
,2024-01-20,Orange Tunisie,Mégrine,6.574645440118536
,2022-01-28,MTN CONGO,,1.2148519082609488
,2022-08-18,MTN SA,Hyde Park,65.68244267444943
,2023-12-13,Clear Access (Pty) Ltd,Johannesburg,48.63960011846338
,2022-05-17,Airtel Networks Limited,Abuja,27.64844189505935
,2021-10-26,SPACETEL BENIN SA,,1.927833269433501
,2024-06-11,Kurlec Wireless (PTY) Ltd,Makwassie,4.717998093296736
,2023-07-16,Skyfi Internet solutions (PTY) Ltd,Germiston,14.400565541183964
,2024-02-01,TE-AS,Monufia,8.394685524682044
,2021-11-05,BitCo,Richards Bay,1.7170086720848916
,2023-04-10,Accelerit Technologies PTY LTD,Cape Town,26.473111860796894
,2022-03-02,Cell C (Pty) Ltd,Witbank,28.22027042844141
,2023-04-15,Liquid Telecommunications South Africa (Pty) Ltd,Harrismith,19.433944352818756
,2022-06-04,Optimum Telecom Algeria,Bouïra,0.1318319608704697
,2022-07-26,RSAWEB (PTY) LTD,Strand,34.05119701529872
,2022-01-16,Liquid Telecommunications South Africa (Pty) Ltd,George,4.481206255526038
,2023-08-14,TOPNET,La Mornaghia,7.486625682337072
,2021-10-31,Megasurf Wireless Internet CC,Brakpan,12.58400143263144
,2022-06-08,,Durbanville,26.766458717029906
,2021-11-28,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Sidi Zouine,10.144344687163972
,2020-03-01,Macrolan (PTY) LTD,Cape Town,12.347329020430603
,2021-07-30,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Rabat,13.506064476435569
,2020-01-30,Cybersmart,Rustenburg,2.3218023999615673
,2024-09-17,Telecom Algeria,Lakhdaria,28.163246105710652
,2023-04-25,Safaricom Limited,Migori,2.746949352107172
,2023-08-30,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Rabat,23.827941080917473
,2021-07-21,Telecom Algeria,Makouda,0.0869376230620868
,2023-06-24,Dimension Data (Pty) Ltd - Optinet,Somerset West,29.31895718674005
,2021-11-24,Telkom SA Ltd.,Pongola,7.9663869671359935
,2022-02-10,NATCOM Development and Investment Limited,Lagos,2.5522016851193374
,2024-06-23,Dimension Data (Pty) Ltd - Optinet,Alberton,73.40793382101981
,2020-04-03,ipNX Nigeria Limited,Ikoyi,2.3653115983665938
,2020-02-25,Kenya Education Network,Nairobi,23.005204281246165
,2024-02-04,ETISALAT MISR,Zefta,15.390702815622433
,2022-03-18,NGCOM,Lekki,4.612705220360283
,2020-11-24,Telecom Algeria,Ouargla,1.751138358710821
,2022-03-29,Uganda Telecom,Mukono,4.982576522171355
,2022-05-10,Liquid Telecommunications South Africa (Pty) Ltd,Bela-Bela,4.150148942301685
,2021-03-19,VIETTEL BURUNDI SA,Muyinga,1.2735553984473804
,2022-07-25,Cipherwave,Springs,57.6947894509034
,2024-04-16,Vodacom,Paarl,19.04773189979677
,2022-03-06,Internet Solutions,Tembisa,31.897803214429832
,2023-10-23,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Suissi,21.58160672471654
,2021-08-12,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Marzouga,4.86873201090211
,2020-09-29,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Safi,10.856119627176236
,2020-03-15,Syokinet Solutions Limited,,10.797997114969002
,2022-09-29,Ecoband Ltd,Uyo,9.849459230973322
,2021-02-12,Infraplex (Pty) Ltd,Kempton Park,12.284545420405562
,2024-03-22,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ain Taoujdat,4.425452844784732
,2022-07-19,Afrihost (Pty) Ltd,Strubenvale,6.722350947246118
,2022-08-07,Go Communications Network (Pty) LTD,Midrand,0.3821702839884757
,2024-05-27,"Cloudflare, Inc.",Kaduna,67.58798278623934
,2022-11-05,Orange Tunisie,Chebba,9.797068386332665
,2022-06-15,Cable Television Network Ltd.,,10.567632450267284
,2020-11-25,Telkom SA Ltd.,Midrand,19.8634768628401
,2022-12-01,Tunisia BackBone AS,,14.628235823845287
,2020-09-01,Cool Ideas Service Provider (Pty) Ltd,Brackenfell,41.44159382026851
,2020-11-30,Jenny Internet cc,Leandra,8.982397121927123
,2021-12-14,Municipal Network Services,Clanwilliam,10.201535005680483
,2023-10-29,OTEL TELECOMS,Cape Town,92.45046259710476
,2021-01-02,ETISALAT MISR,Banha,7.340862925438616
,2022-06-30,Liquid Telecommunications South Africa (Pty) Ltd,Komatipoort,11.889162291143927
,2022-11-04,Dimension Data (Pty) Ltd - Optinet,Brakpan,56.788767549114816
,2020-06-22,ETISALAT MISR,Tala,1.8225601914496985
,2022-09-05,Blue Crane Communications (U) Ltd,,51.125983231908016
,2021-07-01,Research and Education Network for Uganda,Kampala,18.421469542584504
,2023-02-16,,Queenstown,11.217404540133078
,2024-06-30,Wananchi Group (Kenya) Limited,Muroni,6.252170397203745
,2023-08-31,NGCOM,Port Harcourt,6.837629504279743
,2020-06-01,Skyfi Internet solutions (PTY) Ltd,Boksburg,68.62647608697874
,2024-03-26,Ghana Telecommunications Company Limited,,30.44284222054376
,2022-04-30,Vox Telecom Ltd,Brackenfell,65.43651682642081
,2022-07-20,ATEC Systems and Technologies PTY LTD,Howick,36.32428422331374
,2021-01-24,Village Operator,Johannesburg,6.800489263437632
,2023-08-23,Cobranet Limited,Sagamu,0.2834534136118294
,2020-07-11,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Skhirate,3.6624836082844374
,2020-03-30,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Sidi Slimane,5.003302510573342
,2020-12-16,TOPNET,Tataouine,8.446244797248527
,2023-04-11,Saicom Voice Services,Johannesburg,23.46997468973441
,2021-02-17,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,Nanyuki,0.2672892685054398
,2021-11-23,GETESA (Orange Equatorial Guinea),Malabo,0.0054164904026468
,2022-06-17,,White River,33.02541738483232
,2022-12-06,Afrihost (Pty) Ltd,Stellenbosch,16.958447219993054
,2024-08-16,Reunicable SAS,Saint-Paul,73.60692715463577
,2022-04-24,Vox Telecom Ltd,Germiston,16.262279051438618
,2022-03-25,Simbanet (T) Limited,,18.03469680712397
,2021-07-05,Telkom SA Ltd.,Moorreesburg,95.29912599168554
,2024-07-03,Aptus Solutions Ltd,,14.64085825938778
,2023-11-14,Vodacom Business Africa (Nigeria) Limited,Lagos,4.901174333498909
,2021-01-23,TE-AS,Minya,6.796883762932507
,2022-08-10,Wirulink Pty Ltd,Maanhaarrand,3.5389275847890413
,2024-05-27,Telkom SA Ltd.,Brackenfell,35.48510320384205
,2023-08-16,SOCIETE NATIONALE DES TELECOMMUNICATIONS (Tunisie Telecom),Beni Khiar,14.133895162919249
,2020-06-02,Sudatel (Sudan Telecom Co. Ltd),Khartoum,1.1659887576153831
,2022-10-29,Afrihost (Pty) Ltd,Franschhoek,9.177170768331267
,2021-08-02,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Tan-Tan,2.6873819907991336
,2021-12-22,Forcepoint Cloud Ltd,Johannesburg,12.09343656698635
,2021-06-25,Cell C (Pty) Ltd,Centurion,12.770118609428255
,2020-01-16,Dimension Data (Pty) Ltd - Optinet,Langebaan,9.632749120674784
,2020-11-01,OOREDOO TUNISIE SA,Tabarka,9.92442099423602
,2022-04-25,,Paarl,2.9697016633477267
,2020-09-07,Gilat Satcom,Kampala,17.71059884828536
,2021-09-17,X-DSL Networking Solutions,Langebaan,27.86005145920533
,2023-11-29,Zanzibar Connections Company Limited,Tabora,5.50189923113741
,2022-12-13,Afrihost (Pty) Ltd,Germiston,22.812549226982828
,2024-03-13,,Schweizer-Reneke,49.12405873671339
,2023-02-02,Isuzu East Africa Limited,,74.35586672146827
,2022-09-12,Information and Communications Technology Authority,Nairobi,40.15205799631096
,2022-04-09,,Thohoyandou,25.60615851421739
,2020-11-09,Echotel Pty Ltd,,30.235965280073287
,2022-04-09,Liquid Telecommunications South Africa (Pty) Ltd,Burgersfort,9.80869085778956
,2020-08-26,Orange S.A.,Bellepierre,1.797094006409336
,2020-12-31,Cell C (Pty) Ltd,Krugersdorp,1.3296759488459753
,2022-08-17,Moztel LDA,Matola,5.983387376783691
,2022-07-15,Vox Telecom Ltd,Gordon's Bay,85.7516675680225
,2023-02-16,iRENALA,Antananarivo,2.395169027995987
,2022-03-02,Airtel Niger,Niamey,1.0464673857010542
,2020-02-11,Comsol Networks (PTY) Ltd,Pretoria,2.1680098774877923
,2023-05-12,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Tamansourt,91.38531539875852
,2024-07-26,RSAWEB (PTY) LTD,Plettenberg Bay,32.455028058968814
,2020-09-18,Smart Technology Centre (PTY) LTD,Johannesburg,14.704683153042453
,2024-01-21,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Tamesna,39.87315998163304
,2022-04-10,BOTSWANA FIBRE NETWORKS (Proprietary) Limited,Gaborone,0.5153041850727549
,2021-11-03,TOPNET,Jendouba,10.377895005005897
,2020-06-19,Wataniya Telecom Algerie,,1.768077493557568
,2021-05-29,Canalbox Benin,Libreville,1.926217961790476
,2022-08-27,Telecom Algeria,Seddouk,6.779448999222431
,2024-02-15,Optimum Telecom Algeria,El-Kseur,15.575427983768552
,2021-09-18,Wana Corporate,Tangier,7.68763820147782
,2020-11-17,UNIWISP,Nelspruit,2.5809383153641594
,2023-10-27,PCN IT MANAGEMENT CC,Cape Town,108.45740596656869
,2021-04-14,Companhia Santomense de Telecomunicacoes,Santo António,4.785560723298257
,2022-06-10,,George,6.645389885564338
,2022-08-30,TE-AS,Faqus,14.629712556835416
,2022-02-19,"OpenDNS, LLC",Johannesburg,224.5032371200417
,2023-02-01,Internet Technologies Namibia,Windhoek,7.873074923359084
,2024-06-05,Cell C (Pty) Ltd,Durban,14.55867404879759
,2023-12-10,"Movitel, SA",Xai-Xai,7.164324984611875
,2021-01-19,Internet Solutions,Alberton,9.245039507562051
,2020-08-17,Dimension Data (Pty) Ltd - Optinet,Table View,7.517785748979086
,2021-08-10,Vodacom,Sandton,21.86844286968909
,2021-02-28,TOPNET,Cite el Bassatine,4.551981559998632
,2023-04-25,Vodacom,Durban,31.174344355436208
,2021-01-25,First Rand Bank Limited,Johannesburg,63.52030385193925
,2021-12-08,Alsatia Networking (PTY) LTD,Pretoria,8.787340501705899
,2022-01-25,TE-AS,Ibshaway,4.43491479598743
,2023-02-21,Gabon Telecom / Office of Posts and Telecommunications of Gabon,Libreville,11.2539328963493
,2020-02-21,IP Labs Communications (Pty) Ltd,Kuils River,7.242589656114873
,2020-12-16,Telecom Algeria,Béjaïa,2.6937178428288244
,2020-11-04,Dimension Data (Pty) Ltd - Optinet,Gillitts,6.774779067912447
,2022-01-19,Accelerit Technologies PTY LTD,Johannesburg,23.012148900622815
,2023-09-10,TE-AS,Manfalut,6.943715704225564
,2023-05-23,Liquid Telecommunications South Africa (Pty) Ltd,Carolina,5.861493106525284
,2023-03-25,ETISALAT MISR,Giza,4.982353039971902
,2023-05-13,Mauritius Telecom Ltd,Mahebourg,9.249027705053086
,2021-03-01,Liquid Telecommunications Ltd,,10.468663311193849
,2022-03-05,Afrihost (Pty) Ltd,Rietvalleirand,24.5095067085884
,2021-08-17,Electronic Communications Network (PTY)  LTD,Boksburg,15.782631040166857
,2020-10-11,,Hermanus,2.0793490762071936
,2023-03-04,Safaricom Limited,Kakamega,36.009324880853626
,2020-01-04,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Missour,1.0143118550120118
,2020-02-29,Telecom Algeria,Annaba,0.8781515769871395
,2023-11-10,GSL Networks Pty LTD,,40.79963102975903
,2021-08-08,Tangerine Limited,Kampala,1.36878781822005
,2024-07-05,DIRECTEL COMMUNICATIONS (PTY) LTD,,130.05407261953803
,2022-04-24,Telkom SA Ltd.,Kroonstad,4.445692481793443
,2023-06-30,Bundu NetworX,Mooi River,1.3918426546479372
,2022-05-16,Smile Communications (Pty) Ltd,Kampala,1.6876969675007731
,2022-12-30,TE-AS,Girga,4.731500350483544
,2022-01-13,,Durban,35.015422160654325
,2022-09-22,Vodacom,Vereeniging,27.164778449355413
,2022-08-17,SPACETEL BENIN SA,,1.98519511592678
,2020-08-05,Infocom ltd,Kampala,10.098237537931054
,2024-07-15,Habari Node Public Limited,Arusha,18.820867981280163
,2024-03-25,Cable Television Network Ltd.,Dar es Salaam,4.754906695308294
,2020-02-14,iConnectSA (Pty) Ltd,Paarl,7.858082033950282
,2024-06-25,Cool Ideas Service Provider (Pty) Ltd,Rustenburg,739.0829408850973
,2021-02-10,Angola Telecom,,5.43908695705037
,2021-05-18,Airtel Networks Kenya Limited,Nyeri,7.874215134422671
,2021-09-21,RCS-Communication,,7.61099869854651
,2022-02-25,Hymax Talking Solutions,Durban,49.80235279208447
,2022-12-14,SEACOM Limited,Kathu,142.63949335624233
,2021-12-14,Clear Access (Pty) Ltd,Nelspruit,5.867775442575224
,2021-06-16,Vox Telecom Ltd,East London,37.96617927345191
,2022-09-22,The Computer Hut cc,Worcester,5.484962746029716
,2022-01-04,UNITEL SA,Ingombota,0.086887964465013
,2020-03-15,Movicel Telecomunicacoes S.A.,,2.2715767465626
,2021-08-18,TENET (The UNINET Project),Johannesburg,124.7949343682974
,2024-07-14,Telkom SA Ltd.,Parow,33.976030766409465
,2024-02-24,RSAWEB (PTY) LTD,Sedgefield,99.4318595687466
,2020-12-25,Bandwidth and Cloud Services Group Ltd,,30.844252944367025
,2024-02-27,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Agadir,27.141154940941536
,2024-05-10,VOIPTECH LIMITADA,Maputo,5.765215028634971
,2022-03-07,MTN NIGERIA Communication limited,Abuja,7.650702955858004
,2020-08-18,Telemasters,Johannesburg,59.21338303844541
,2021-06-22,Simply Computers Tanzania Ltd,Dar es Salaam,5.8985007583615925
,2020-05-10,Telkom SA Ltd.,Kimberley,13.037440702793212
,2020-07-29,Internet Solutions,Centurion,5.230520851483423
,2021-02-25,"Movitel, SA",Sofala,2.6991534518898668
,2024-02-16,MEDITELECOM,Casablanca,21.367992607990015
,2022-08-31,Orange CÃƒÂ´te d'Ivoire,Abidjan,15.70143262864928
,2020-05-13,Neology (Pty) Ltd,Somerset West,1.4936557393381866
,2020-11-18,TOPNET,El Kef,6.475473846658145
,2023-11-22,BitCo,Katlehong,43.669515970092235
,2024-07-09,Wananchi Group (Kenya) Limited,Nyamira,15.805176184409184
,2023-03-18,OOREDOO TUNISIE SA,Monastir,19.017146417195356
,2023-11-08,Liquid Telecommunications Ltd,Mukono,11.545330051137526
,2020-11-01,MEDITELECOM,Khouribga,148.13852888589568
,2023-09-12,WIA Tanzania,,45.772870887678174
,2024-05-13,Angani Limited,,66.08735844131066
,2020-06-14,Safaricom Limited,Thika,10.771589219028678
,2022-12-30,Sombha Solutions Store Limited,,5.0761478330634935
,2021-01-21,ABARI COMMUNICATIONS MOZAMBIQUE LDA,,0.4045609394725974
,2023-08-29,RSAWEB (PTY) LTD,Kempton Park,41.76295989226744
,2020-09-09,STOI Internet,Mamoudzou,0.1216078011056461
,2021-10-11,,Modimolle,14.32606647517313
,2020-03-28,Safaricom Limited,,8.489569937135112
,2024-08-24,RMS Powertronics CC,Edenvale,3.044172448637388
,2022-12-27,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,Lake View Estate,7.412139715303274
,2022-12-11,Mezobyte (Pty) LTD,Sasolburg,16.33968592887841
,2022-11-05,FIRSTNET TECHNOLOGY SERVICES (PTY) LTD,Johannesburg,23.914383051558204
,2020-09-28,Cybersmart,Cape Town,61.41144440414928
,2021-04-29,,Wartburg,2.4283897068271267
,2020-09-27,Orange Madagascar,,2.801773505532667
,2021-03-28,Wirulink Pty Ltd,Brits,16.159844405834782
,2024-08-31,MILLICOM CHAD SA,Mongo,1.5920661917535626
,2020-05-23,Wirulink Pty Ltd,Krugersdorp,4.845638878786927
,2023-02-15,,Jansenville,5.990411985137358
,2020-12-29,Go Communications Network (Pty) LTD,Johannesburg,21.304456994348055
,2023-04-21,FIRSTNET TECHNOLOGY SERVICES (PTY) LTD,Midrand,9.158054982330793
,2024-01-08,Orange Burkina Faso,,21.40135358257442
,2023-07-18,HETZNER (Pty) Ltd,,239.17868942852112
,2022-08-23,Wananchi Group (Kenya) Limited,Naivasha,36.49756094465502
,2024-05-29,Econet Telecom Lesotho (PTY) LTD,Maputsoe,39.23833097696661
,2020-05-24,Bundu NetworX,Durban,0.3978949692373328
,2020-05-20,Reunicable SAS,,15.71829279845568
,2020-05-03,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,El Hajeb,3.755568400355199
,2020-10-01,Kurlec Wireless (PTY) Ltd,Postmasburg,7.998804811712845
,2022-11-01,PC Maniacs CC,Midrand,23.775775546336245
,2023-05-04,CV  Multimedia SA,Cova Figueira,0.4670835539150848
,2022-10-19,Afrihost (Pty) Ltd,Kimberley,90.1252199335192
,2023-08-21,Jenny Internet cc,Newcastle,10.416126337286856
,2021-06-05,Jenny Internet cc,Melmoth,3.919005966859893
,2021-08-11,IS Internet Solutions Ghana Ltd.,,7.806120615629872
,2023-10-30,,Sokoto,1.3820584625169263
,2024-01-05,Telkom SA Ltd.,Alberton,26.792118527574488
,2023-06-03,Zanzibar Connections Company Limited,,3.013673767614996
,2021-07-03,TE-AS,Al Minya,7.564003528666936
,2022-03-09,BitCo,Rustenburg,22.784206333362857
,2021-11-26,Jenny Internet cc,Cape Town,6.611104495474492
,2023-10-21,Telecom Algeria,Bordj el Bahri,5.095439684625703
,2022-02-12,,Knysna,3.0888669265584827
,2020-03-08,Vox Telecom Ltd,Centurion,8.214542201203772
,2021-04-23,Telecom Namibia,Outjo,4.932958125311005
,2020-04-30,Telecom Algeria,Relizane,1.75423706881225
,2022-06-28,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Pamandzi,2.164921277174117
,2024-04-01,Safaricom Limited,Parklands,63.474470941914504
,2023-01-26,Cipherwave,Centurion,166.65179294988107
,2021-06-03,Viva Telecoms cc,Durban,22.63316232955363
,2024-01-20,MEDITELECOM,Asilah,26.120237682043864
,2021-05-16,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Skhirate,5.271070921484255
,2022-01-09,Cool Ideas Service Provider (Pty) Ltd,Emmarentia,13.884258356947448
,2021-09-17,Telkom SA Ltd.,Pietermaritzburg,11.683803455258504
,2023-07-14,,Letaba,6.904609456068769
,2021-11-16,National Information Technology Authority Uganda,Ibanda,5.247142962023615
,2023-09-28,Haupt Online (Pty) Ltd,Durban,41.14345579576471
,2023-05-29,Clear Access (Pty) Ltd,Cape Town,30.72460560929967
,2020-09-01,Internet Solutions,Randburg,83.27222524745665
,2023-05-03,MTN SA,Kimberley,0.3556601459752812
,2023-02-01,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ifrane,7.654566642626598
,2023-08-20,,Kleinmond,13.847271058913504
,2023-12-30,Canal + Telecom SAS,Saint-Denis,38.94391794172229
,2021-10-05,,Burgersdorp,5.877453798932233
,2022-02-12,Telecom Algeria,Oued el Abtal,0.464124413115248
,2022-04-30,,Stutterheim,21.147182711447172
,2021-09-12,OOREDOO TUNISIE SA,Bizerte,5.8634957134329015
,2021-07-06,Metrofibre Networx,Klerksdorp,50.79809394187999
,2020-04-07,Macrolan (PTY) LTD,Gansbaai,2.7565075082261523
,2021-02-16,Afrihost (Pty) Ltd,Midstream,54.5125479214853
,2022-02-25,Liquid Telecommunications South Africa (Pty) Ltd,Cape Town,23.171599996861246
,2023-06-29,Telecom Algeria,Boufarik,1.2789419590112483
,2022-06-22,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Al Aaroui,24.708602440017504
,2021-06-27,Reunicable SAS,La Cour du Piton,23.64748363963344
,2021-07-26,Aljeel Aljadeed For Technology,Murzuq,0.1068898212211479
,2024-01-26,DIRECTEL COMMUNICATIONS (PTY) LTD,Parow,52.35079271383045
,2022-10-12,Vodacom,Benoni,28.338615968540463
,2024-02-27,Cell C (Pty) Ltd,Hermanus,29.252075510412023
,2022-06-11,Telecom Algeria,Tipasa,9.088575437055272
,2022-04-11,Moztel LDA,Matola,3.173235485071121
,2020-12-24,MTN SA,Johannesburg,39.25317644941333
,2021-03-14,Enhanced Internet,Johannesburg,14.300654313539434
,2021-04-26,IP Labs Communications (Pty) Ltd,Cape Town,25.92838167432708
,2021-01-17,Telkom SA Ltd.,Klerksdorp,2.754343213467612
,2020-06-17,Wananchi Group (Kenya) Limited,Morogoro,8.485481692162836
,2023-06-13,Vox Telecom Ltd,Paarl,8.427028235925087
,2021-04-03,Telecom Algeria,Salah Bey,1.2014920078917848
,2024-06-15,Tanzania Education And Research Network,Dodoma,14.36100204295984
,2023-12-11,Afrihost (Pty) Ltd,Equestria,36.72363820703753
,2024-02-14,Cool Ideas Service Provider (Pty) Ltd,Alberton,72.44853000683476
,2021-10-24,OOREDOO TUNISIE SA,Tozeur,4.450492482484483
,2023-04-17,University of Lagos,Yaba,18.33650431424176
,2023-10-20,Internet Puissance Plus Burkina SA,Ouagadougou,0.0037219605478772
,2022-08-20,Jenny Internet cc,Vryheid,8.555082021004642
,2023-11-18,MIC TANZANIA LTD,,24.7378076508602
,2022-09-19,MIA Telecoms,,17.760176331878267
,2020-05-28,ETISALAT MISR,Al Fayyum,1.5139921570947723
,2022-03-22,Vodacom,Reyno Ridge,12.057708808997656
,2024-07-30,Comsys (GH) Limited,,7.946753391128214
,2024-02-09,,Hendrina,6.653004677128443
,2022-01-29,IDOM TECHNOLOGIES SAS,,8.72085721767115
,2021-12-18,General Telecommunication Networks Limited,Ikeja,9.331902910024262
,2022-11-13,Telkom SA Ltd.,Cape Town,18.671181573167544
,2021-11-13,OOREDOO TUNISIE SA,El Kef,13.668954457359671
,2024-05-03,,Lenasia,18.303079130149246
,2021-04-18,Dimension Data (Pty) Ltd - Optinet,Bothasig,44.52575748899732
,2022-03-23,SOCIETE NATIONALE DES TELECOMMUNICATIONS (Tunisie Telecom),Metlaoui,3.4204079377797
,2023-04-21,RSAWEB (PTY) LTD,Bellville,26.533907162697993
,2022-08-03,MEDITELECOM,Salé,12.966855636127953
,2021-07-27,"Empresa de Telecomunicaciones de Cuba, S.A.",Luanda,17.23360379589923
,2021-07-31,Dimension Data (Pty) Ltd - Optinet,Cape Town,28.345226408047804
,2020-05-21,Liquid Telecommunications South Africa (Pty) Ltd,Roodepoort,7.973507248982921
,2021-06-24,TOPNET,Ben Arous,6.0488584532290295
,2023-11-30,Globacom Limited,Ikeja,17.64850356426188
,2022-11-13,Aljeel Aljadeed For Technology,Misratah,3.336609052313433
